value




2.0


1.4
0.6



4.0


3.4
4.6
9.7
5.1
7.4
9.7
5.4
7.4
8.6
8.0
7.2
6.3

2.9
2.9
2.0
3.1
6.0
7.4
8.0
6.0
8.0
6.6
4.6
6.6

0.0
0.0
1.7
8.9
2.9
4.9
5.4
5.4
4.0
5.1

0.6
1.4
2.6
2.6
1.4
0.6


8.3
8.3
7.7
7.7
9.4
8.9
6.6
8.0
5.4
7.4
5.4
7.7
3.1
6.3
4.0

1.1
2.3

2.9
5.4
6.9
6.0
10.0
7.7
9.2
11.7
9.2
10.0
10.0
4.6
8.3
6.3
7.4
8.9
8.6
6.0

5.4

5.4
4.6
5.7
4.0
6.3
2.0
1.1
1.7
4.6
5.4
6.6
8.9
7.7
5.1
2.9
4.0
4.6

4.6
2.6
6.0

4.3
4.6
4.3


0.3


3.1
6.0
8.6

4.0
2.6


8.0
11.7
7.2

1.4
0.6
1.4

10.0
9.2
11.7

2.6
2.9
6.3







6.6

10.0
9.2




15.7

21.2
18.9
18.6

19.7
18.0
18.6

25.5
26.0
27.7

22.3
25.5
24.3

29.2
36.3
30.9

26.3
27.5
32.9

20.3
25.5
22.0

28.6
26.9
28.9






28.3


34.0
26.6
21.5

27.7
26.3
29.2

32.9
27.5
26.0

19.4
21.7
18.0

26.3
22.3
24.9

32.6
31.7
26.6

26.9
29.7
24.0

26.3
40.3
40.6

49.5
31.7
32.0

32.0
29.2
24.9

21.5
23.5
24.0

26.3
30.9
33.5

71.5
150.2
106.4

46.9
46.3
39.8

35.8
40.0
35.5


30.9
26.9
31.5

29.5
29.5
28.6

30.3
36.3
36.9

35.2
43.5
40.3

32.0
28.3
24.3

20.9
20.6
23.2

23.5
20.3
21.2

19.7
20.3
20.9

18.0
19.2
16.0

27.2
27.5
30.0

29.5
24.3
20.9

19.4
23.5
21.5











44.6


36.9


27.7
26.6
















57.8

90.9
55.2
42.3

41.2
35.2
30.3

26.0
26.3
20.3

23.5
22.9
21.2

26.3
28.0
30.3

22.6
20.6
23.2

28.9
30.9
31.2

20.0
19.4
17.2

18.3



















16.0
17.4
14.0

18.6
21.5
17.7

22.9
25.5
28.0

23.2
22.9
22.3

22.9
21.5
22.9

22.3
22.0
20.6

20.0
19.2
21.5

27.7
30.6
31.5

27.2
25.2
25.7

26.6
26.0
27.2

25.7
24.9
27.5







22.6
27.7
22.9
26.9
27.7

30.0
28.3
26.0
27.5
29.7
24.0
20.3
19.4
23.7
27.2
26.9
26.9
25.2
29.2
27.5
25.5
24.6
24.3
23.7
17.4
25.7
23.7
29.7
28.9
33.7
28.3
27.2
26.9
25.7
23.7
20.0
23.5
22.6
25.7
24.6
20.3
24.0
25.2
24.9
20.3
18.0
17.4
18.6
20.6
23.5
27.7
32.6
40.6
44.0
36.9
31.2
28.3
25.2
25.2
20.9
22.9
23.5
26.0
25.7
25.5
23.7
24.3
